text,spam
cảm ơn bạn đã yêu đất nước việt nam tôi,0
t gặp ngỗng chạy bỏ dép,0
"ồ ! thật là bất ngờ , thật là thú zị , thật là liên quan ?",0
chỉ đi đường quen thôi ! đường nào lạ chỉ ngồi sau thôi =)),0
sớm bình phục nhé,0
"dume mày là con gái đó , còn tao thì :dume mày có xuống không thì bảo",0
2 năm rồi và đã kết thúc rồi,0
ơ tao cũng học ông này hướng dẫn hay sao ấy :))))),0
per dume lần sau có tỏ tình thì cũng 1 vừa 2 phải thôi,0
"đập chết mẹ nó đi , nó làm người ta nhồi máu cơ tim có khác nào giết người gián tiếp mà ở mỹ gọi là giết người cấp độ 2 đấy",0
vặt đôi gương cảnh cáo :)),0
muộn rồi :))),0
uiiiii hay vì n đổ ra sàn mà n đổ đầy mồm thì pheee,0
"chủ quá vô tâm ?? thà đừng có nuôi , nhà tôi nuôi chó cỏ thôi nhưng vẫn tim thuốc định kì đấy ??",0
"ngày cuối cùng còn ở lại , bản thân không có bất cứ một cảm xúc gì , trong lòng chỉ độc một mảnh phẳng lặng .",0
phim này ý nghĩa lắm,0
nhưng đứa bạn thân đều là lũ khốn,0
2 - 3 tuần gì đấy . sao thế,0
giỏi thật chứ đùa . biểu cảm gần như 90 % chuẩn mẹ rồi . thằng quay và edit cũng ghê luôn . nhảy cũng tốt ra phét chứ -.- ác thật,0
A/C có nhu cầu đăng tin vui lòng liên hệ em Lan 0973362560. Em gửi A/C đường link BẢNG BÁO GIÁ để tham khảo http://bit.ly/banggia24h .Em cảm ơn! Được gửi từ Mocha,1
"toàn xử ép , đi tù gần được 7 năm rồi đền người ta 200 triệu . thời gian tuổi trẻ của con người rẻ mạt quâ",0
vô ý thức,0
alo ở đây có thằng điên mày à . đến bắt nó hộ tao phát,0
năm nay con bao nhiêu tuổi rồi ? =)),0
tu mà không dám cao đầu mà sau gọi là tu còn dám súc phạm vong linh người khác bà này là súc vật,0
"cây hoa sữa thì nói cây hoa sữa đi , tình yêu tình báo gì ra ngửi mùi chắc mất mẹ tình yêu luôn",0
per anh ơi mua đập 1 phát vào mặt tụi chê mình đi anh,0
em vẫn nhớ cái bếp này kkk,0
cầu mong chú có cuộc sống tốt hơn ❤,0
tuần sau nữa mới học =))),0
ahihi khá là buồn cười,0
"Nhung c0 gäi xjnh dep, phUc vu tinh dUc tren toän Vjjet Näm, giä cä uu däi Ljen he Zäl.0: .568653079  zap",1
per ở quê ve sầu kêu chưa chúng mày,0
thấy gớm,0
thôi mấy bác bị dắt mũi rồi . nghe đến đoạn au mobile là biết nó quảng cáo game trá hình rồi . như con cặc,0
buồn cười vãi ý,0
êu ơi mỏng manh thế ??,0
"tiêu đề bộ phim cứ ngỡ là thể loại hài , nhưng nếu xem hết thì các bạn sẽ rút ra rất nhiều điều và cái hay trong phim này",0
"tao sợ chó lắm .""",0
chả vị nước mắt à 😔,0
ước mơ là không cần học cũng giỏi,0
tình hình này tháng sau cũng đi tập gym mất,0
"chúng mày nhìn , tao nuốt cũng không xuống nổi , ông địa",0
mỗi lần quyết tâm bỏ mà lại thấy cười . đm đời,0
per nghe lại buồn vãi,0
như ốc bươu vàng thì là thảm họa rồi,0
phim nay và phim triệu phú ổ chuột là 2 phim của ấn mà mình thích nhất,0
bỏ quên não đó chứ đâu phải rác 😂,0
cho dân nhậu đi lùa 1 hôm thì đến con tép còn đéo còn nữa là hùm đất :)),0
hmmmmmmm não tao xoắn mẹ rồi,0
"ủi ui , mời người ta đến nhà ăn tiệc , lại đãi mỗi càrôt là thế nào , lần sau bà mời tiệc thì mày tự biết rồi đấy",0
"hành động đẹp chứ sao , đằng nào cũng tiệt kiệm hơn :)) 0",0
"per lại nhớ chiều nay , buồn cười sấp mặt luôn . :v dù mệt nhưng ngày nào tan làm cũng muốn được đèo đưa đi ăn kem , ăn đồ chua , ăn miến trộn như hôm nay cerrrr :v",0
"per cùng suy nghĩ , và sợ cả điện giật nữa , giờ cứ ngồi cho chắc ăn .",0
dễ thương quá,0
chán vãi dạo này ngủ sớm quen :))),0
ngồi suy nghĩ 1 hồi xem trái hay phải rồi mới nói được . khổ vãi mà !,0
"nta nói đừng có nhìn mặt mà bắt hình dong nhg mà thực sự nhìn bả , tôi thấy cứ đanh đá , mưu mô , xảo quyệt kiểu gì ý , cảm thấy đây là con người không có hậu",0
lần sau nhìn thấy hắt nước tiểu vào người nó ngay,0
ukm . nguy hiểm thật :'<,0
đm nhìn ngầu vãi,0
con cháu thằng nào ra đường mà không dạy thế,0
dễ thươnggg,0
"bị ngỗng mổ sợ vãi_chưởng , hồi bé tao đã không sang nhà b tao cả tuần trời vì nhà nó mới nuôi ngỗng mà bình thường tao toàn ăn chùa cơm nhà nó thiếu điều làm con nuôi nhà nó nữa thôi :))) nhắc lại mới thấy sợ vãi",0
lại là bà hàng xóm 😒,0
ờ công nhận đáng sợ vãi 😭,0
nhìn cái mặt cưng vãi,0
hỏi thế gian tình ái là chi =)))),0
"ko ngon thế đâu , không khéo nó lại ỉa cứt toe toét vào mặt í :)))",0
mấy kiếp tu luyện mà có 5 triệu thôi à ?,0
đm thằng nào đổi gậy như ý của tao rồi,0
ừ thì là chuyện cổ tích . cháu đang đi đường thẳng gặp mấy chú thì phải rẽ ngang . 😢😢,0
đã ngu lại con tỏ ra nguy hiểm .,0
cái vị mà tao nghĩ đến cuối đời con người vẫn chưa nếm hết,0
nhìn một cái rồi quay đi là thấy mãn nguyện rồi .,0
yêu dã man kkk,0
ông thần nhây vãi đái 😂😂,0
per vui quá .. đi dạo được ven hồ rồi 🙂,0
quay lip miệng chửi liên tục còn đăng mạng cho mọi người biết ... hài .,0
thì đã sao ? miếng cơm nghề nghiệp người ta . nếu như không thích quay thì lên đòi ban tổ chức ấy hoặc đừng có mà chơi bóng chứ đâu ra cái kiểu bố đời ấy,0
cảm xúc đéo gì khi mà họp lớp đéo đi,0
xem qua là biết diễn sâu rồi . bên ngoài chắc lao mẹ vào đánh nhau rồi chứ còn lâu mới rảnh háng chửi nthe,0
"hôm trước tao đi chơi về đường vắng nên chạy nhanh , vừa qua cua anh cảnh sát chạy ra chặn làm tao sợ chetme vì giấy tờ không có bằng lái thì chưa thi lại còn thiếu abcxyz",0
ai mua thì bán không mua thì thâu 😂,0
Combo đấy em với thầy chia đôi mỗi thằng 45k nhé,0
cần gì những thứ xa hoa lộng lẫy đâu . dù chỉ 1 bông hoa nhưng đong đầy yêu thương nhắn tin đã cảm thấy đủ hạnh phúc rồi 😊😊😊,0
mạng lag chưa xem được nhưng vẫn vào bình luận 😍😍,0
thật ư 😱😱😱,0
món này ngon vãi,0
sao đúng bài mày kết vậy 🙁🙁🙁,0
dm . nó xấu cả tính lẫn nết bố đẻ . nó còn không chịu . được thằng nào bốc nó đi cái,0
cười đau ruột 🤣🤣🤣,0
chợt nhớ câu hát ông bà anh yêu nhau thời chưa có xe hơi ...,0
nói chuyện như người yêu ??,0
giống ml em tao hồi n nhỏ vãi . muốn ngủ với mẹ nhưng bị tao nịnh nọt bắt lên ngủ với tao :)),0
cần có cơ quan chức năng tới để làm rõ vụ việc với ngư dân đã bắt nó,0
bài lồn đó nghe hãm vãi đéo hiểu sao lại thích,0
"đừng bao giờ sợ trở thành chính mình , bạn hãy nhớ bản gốc luôn có giá trị hơn bản sao",0
"cái lò huyền thoại nè per , lúc mình ở chung đó",0
"bánh tráng trộn năm đó ở roai ờ ti , ruột đau như cắt nói chuyện mắt đầm đìa đền thg dưa gang cốc dưa hấu kem chi per",0
không thuộc kịch bản chuẩn mẹ rồi,0
bình phước vẫn là cây chủ lực .,0
"nếu không có câu "" per cổ tích per , tao sẽ vả thằng add vỡ mồm ....",0
ăn vải nóng lở hết miệng ra đây này,0
mình không quan tâm giá trị học bổng bao nhiêu . mà tớ q . tâm em đó sẽ dành những gì cho đất nước sau khi học xong thôi . hee . chúc mừng em .,0
"căm thù , uất đến tận họng mà không biết phải làm gì ??? càng xem càng thấy đau lòng mặc dù không phải con mình . 1 xh thối nát , đồng tiền làm lu mờ nhân tính con người .",0
dume tao chửi cho nó sấp mặt luôn chứ còn gì nữa,0
nó chỉ là phép lịch sự . ngưng ảo tưởng nha nha,0
ta và nàng cùng quên .,0
một chuyến du lịch vui vẻ,0
được đấy tao thích,0
"Nếu Bạn Có Telegram Sẽ Được Đăng Ký Miễn Phí, Tôi Là Quản Lý Nhân Sự TikTok, Chúng Tôi Cần Tuyển Nhân Viên Làm Việc Online Trên Điện Thoại Làm Mọi Lúc Mọi Nơi, Nhận Lương Ngay Trong Ngày, Mỗi Ngày Bạn Được Trả Từ 450k-2tr. Liên Hệ Chúng Tôi Qua Telegram : @F5484 .",1
hẳn là con số đẹp 😍😍😍,0
con tao mà bị như này . cả nhà bon kia không quỳ mà xin thì xác con mẹ định luôn,0
viết tay phải mẹ mày đi . đụ mẹ mày :)),0
"hết thuốc à mấy thằng quằn què , gặp tao thiến cmnl",0
hỏi nhiều nó lại cho vào đối tượng truy nã 😏,0
căn bản là họ không đáng cho mình trân trọng thôi . per,0
"Đi được hơn 400 đào của kỹ nữ, rút ra 1 số kinh nghiệm: 1. Chỉ chọn bánh uy tín, đừng chọn vì hình 2. Mấy em 1 triệu trở lên đa phần bơm vú, còn rẻ quá cũng khó có chất lượng, nên ăn tầm 3. Khu có nhiều đào đẹp nhất là Phú nhuận rồi tới q8, q10 4. Khách sạn đẹp sạch thì ở q8, phú nhuận siu cũ siu 500-600-700 5. Thường thường đào nào mà cho mình đợi lâu thì cũng service công nghiệp luôn, nên nếu anh em đợi quá 30 phút ko thấy tới thì nên lỗ tiền ks đi về, còn hơn gặp tức thêm 6. Mấy đào càng trẻ thì service càng yếu, nhưng nếu mình nâng niu ẻm như người iu thì.... Các pác sẽ thấy sự đền đáp ngọt ngào 7. Góp ý mấy ông bánh nên check pm trả lời khách feedback, vì mấy ông lười check người ta thấy ko còn đường phản hồi mới report xấu đào mấy ông thôi, chứ chả ai ác đâ",1
thái bình nắng to rồi,0
phạt là đúng rồi,0
mới tết xong . tặng cặp bánh chưng là ưng nhất :)),0
"Anh ơi giá combo buffet nướng của quán em là 400k 1 người ạ, bao gồm dẻ sườn, nầm bò",0
nó quan tâm mày là lúc nó cô đơn quá và mày vô tình đi ngang đời nó thôi,0
phải tao tao vứt luôn xe ??,0
per bố ơi bảo con rể làm thế đii :>,0
kiểu gì chả chết ? đá to như kia thoát sao nổi ?,0
chả có tiền mua 😩😩😩,0
xem xong thấy buồn quá,0
có đứa nào giống tao vào đọc bình luận để biết cái này là cái gì không .?,0
"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ???",0
t thích nhìn mắt của crush hơn là nhìn nó cười,0
lỡ bị tào tháo rượt mà cái wc bên kia thì nhảy thế nào nhỉ,0
sợ vãi =))),0
bộ phim đáng xem đó mấy man,0
cắt tóc rồi mặt như con heo,0
"Cô đang lên lịch cho chuyến đi Nha Trang của nhà mình, chắc sẽ khoảng 8tr. Nhà cháu 5tr nhà cô 3tr",0
"con gái ăn nói kiểu gì vậy trời , mình rất ghét con gái nói tục chữi thề",0
nó còn kể với bạn nó .. bạn nó cũng là bạn mình,0
xem xong tao đã khóc rất nhiều,0
được . đỡ tốn 5 nghìn,0
ko sợ gì chỉ sợ con ml ý 😞,0
t định thả sad nhưng đọc bình luận buồn cười vailon 😂 nên thả hahaa :v,0
bọn mấy bà thì quyền lực vãi rồi,0
con gái hay ảo tưởng như vậy lắm 😌,0
của thằng kia mà,0
những trường như thế cho giải tán . cấm tuyển dụng luôn .,0
sao con này mồm nó cứ rộng toang toác ra như thế nhỉ ?,0
nhìn cái ngành giáo dục việt nam bây giờ ai cũng mệt mỏi,0
tẩy được bao nhiêu mà hô hào gớm thế,0
ước gì tôi cũng được kiên trì như anh ấy để dạy con gào mất nết nhà tôi 😪,0
nửa đêm rồi đứng hò hét vậy mà không bị chửi là sao ta,0
ăn cho mập thây để chết phải đặt hòm riêng chứ bắt trộm hay cướp thì làm được gì .,0
"lạ kì thật , một kì thi quan trọng như vầy mà vẫ nhầm đề được .",0
"đã ra tù nhưng chắc nhớ tù quá , muốn quay lại trại nên mặc quả đồ này :vậy",0
crush ai thì cờ rớt chứ đừng cờ rớt mấy mẹ bán hàng online với làm bất động sản chúng mày nhé :3,0
ngồi ăn mà 3 đứa cứ nhìn châm châm thế này sao nuốt nổi ??????,0
thứ ba mẹ cho con và con nhận thấy đó là sự đức hạnh tấm lòng cao cả cam on ba mẹ rất nhìu,0
chỉ biết xem và ngậm ngùi lướt qua,0
phim này là người cha zombie yêu thương con nè . xúc động quá 😢😢,0
con nào cũng là con nhé . con trai tao tập từ nhỏ đã biết tự lo và phụ mẹ rồi :)),0
buồn vương mi !!!,0
Cuối tháng t định đầu tư 5 triệu mua game mới ô ạ.,0
giờ tao mới nhớ tao đã từng :)),0
ý thức quá kém .,0
nhớp nhúa,0
per :v tại nhiều nơi đổ về nên đông lại càng đông . biết lối tắt thì còn đỡ chứ không thì mệt lắm,0
"tao toàn thế giận tao tao dỗi lại , lại phải dỗ tao . hahahaha",0
cái mặt xinh quá,0
đùa chứ cái tầm nghịch ngu này cho vào trại giáo dưỡng mấy tháng cũng được,0
tính ra tao lúc nào cũng hài hước vui vẻ luôn đó trời :)))),0
tao thấy mấy thằng đi sh 10 thằng thì 9 thằng không mũ ngông nghênh . ngồi trên xe thì dume mặt cứ nhìn lên trời =)) đéo hiểu chúng nó sĩ oai cái lol gì luôn .,0
chiến lược kinh doanh của người nhật thật đang suy nghĩ,0
tao nghi chị xác chết với chị bác sĩ pháp y đó yêu nhau quá chúng mày :)),0
lâu lâu lại mong mất điện để nấu cơm rác . nk mát 1 tí . chứ cứ 42 độ có mà khỏi ăn,0
chai này mới ghi được nhìu chữ kkk,0
lạng sơn đang nắng mà,0
rớt vô đây chắc chắc khóc tiếng thái lan,0
thề lun anh ấy rất kĩ thuật lun á,0
k cần biết nội dung ... nhìn mặt con bé thoy muốn cưới về cho con trai mình ngay rồi 😂😂,0
chời ơi gì vậy ở giây thứ cuối cùng anh em nha :))),0
"Mấy thằng ranh con trong đây đừng có nghĩ tao hay đùa trên cái mạng ảo này mà nghĩ ngoài đời tao là một thằng wibu hèn hạ đéo dám ra đường hay trầm cảm, tự kĩ nhé. Thật ra bố mày đéo phải một thằng wibu bệnh hoạn như chúng mày nghĩ đâu lũ óc cặc ạ. Tao đây là otaku đàng hoàng chân chính nhá. Kể từ khi lọt lòng tới nay tao đã cày hơn 10 triệu bộ anime và từ việc xem anime mỗi ngày tao đã thông thạo được 50 thứ tiếng trên toàn thế giới cùng với khả năng đọc vị bất kỳ ai. Chưa hết đâu. Kể từ năm 2017, khi mà xem One Punch Man tao đã giác ngộ được mọi triết lý trên đời và quyết tâm bảo vệ nền hòa bình thế giới. Vì lẽ đó nên tao đã tập tành như Saitama, mỗi ngày 1000 cái hít đất, 1000 cái gập bụng, 1000 cái bật nhảy và chạy 100km (gấp mười lần idol của tao). Và chưa đầy nửa năm tao đã luyện thành mình đồng da sắt, chỉ cần thằng nào đụng đến tao thì một cái búng tay cũng đủ để nó bay ra ngoài vũ trụ với vận tốc gấp 10 lần tốc độ ánh sáng. Nếu thằng nào trong này cả gan chửi tao thì nên biết tao là ai trước đi, đề phòng chết khi nào không hay đấy.",1
ý thức 😂,0
không sao đâu :) bệnh này lây qua đường tình bạn,0
"tuổi thơ tao gặp toàn trai bánh bều , mít ướt . toàn là tao galang , dỗ dành . ôi cái cuộc đời này per",0
cảm ơn đoi tình nguyện viên nhớ có các bạn mà người dân bớt vất vả hơn,0
đã sợ rồi .. cố gắng hí mắt để xa ra để coi như thế nào .. khúc cuối hết hồn dục luôn cái điện thoại :))),0
"em cũng đi lead này , nhưng đừng gọi em là ninja được không , xin luôn đấy",0
"per làm ở đâu không quan trọng , quan trọng là vẫn buôn chuyện đều 😂😂😂",0
nhốt hết mấy thành phần hát karaoke đấy vào sọt đi trời,0
tau cố gắng chỉ được từng này 😦😦,0
một con cá chép đang bơi trong hồ mà đã tính chuyện đánh bại những con rồng vẫy vùng 5 châu !,0
"A Oi, BenEm NhanLam BangT0tNghiep Cap3.CaoDang.DaiHoc.Bang Lxe may.oto..Va TatCa CacL0ai GiayT0Khac.GiaoHang MoiThuTien. G0l/Zal0: 0387114212",1
mới mua p30 luôn,0
đúng là không thể chấp nhận được,0
người ta kê bàn ghế ra chả nhẽ lại vẫn nằm đất để nhìn mông người khác ngồi :))) pha xử lý rất cao tayyy,0
per bị chữi thì ráng nghe mà vui đi nghe . cứ như nghe hát miễn phí 🤣🤣 còn bị chữi là còn hạnh phúc . nguoi ngoài ngọt ngào nhưng chắc gì đã thật lòng đâu,0
dm đã mải đạp xe rồi còn hỏi hoi cái lol gì vậy ????,0
cuộc sống mà mấy ai được trọn vẹn 😢😢,0
đã tới tuổi thay đường ray rồi mà không thay,0
nguy hiểm vãi chưởng luôn ý,0
"bởi đây là lý do tao không muốn xem điện thoại người yêu , nếu không nó xanh cỏ lâu rồi 😑",0
per còn nhớ hay đã quên,0
lụm điều cho ba má . 2 ngàn 1 ngày bỏ heo đất . thằng hàng xóm vô trộm mất . khóc lóc mấy ngày .,0
định mệnh tao lại quên mang áo mưa,0
nếu như bạn nào không biết là bạn đồ chanh chẹ,0
trên đời vẫn còn nhiều điều tốt đẹp ❤️,0
thế mà cô yến bị phạt có 5 triệu :v,0
trông đen đen bẩn bẩn nhìn phát khiếp,0
mình hỏi rồi mà họ nữa muốn bán nữa không bạn để hôm sau lên hỏi lại lần nữa,0
mèo người ta đi lạc về nó còn nhớ chủ chủ còn được đụng nó còn mèo nhà tao đi tán trai có mấy tháng về nhà thấy chủ như thấy ma 😌😌,0
động lực của phan con gái,0
t thua cả đứa con nít nữa ám ảnh vãi,0
hk động chạm nó cũng dí sấp mặt luôn rồi . dm . 😌,0
"phim này xem nam chính thôi . nữ chính diễn chán vãi lúa lắm lúc tụt hứng lắm . giận không ra giận , vui không ra vui .",0
vũ khí sinh học này mạnh thật !,0
giọng lại còn ấm nữa chứ ♥️,0
"mày vã quá rồi đấy , sang lên chứ 🙄",0
dạo này xem video của per chán ấy không như xưa tại giờ toàn quảng cáo ấy ( ý kiến cá nhân ) 😔,0
chắc phải 6 năm chưa nấu kiểu này rồi trước nấu hôm đầu cơm dẻo ai cũng khen ngon,0
chắc ổng chỉ ngồi 1 chỗ và để móng lên bàn nv . chư tao nghĩ đi lại cũng khó,0
chắc học từ bỏ quá,0
đắt hơn sân bay luôn,0
việc nhỏ như vậy mà hai con này hàng sử thiếu văn hóa quá quá,0
"tao nói té 1 cái không dập mề thua gì cũg thua , trĩ nội trĩ ngọai nguyên chùm =)))",0
nhìn dáng đi mà nhớ ông nội 😞,0
sắp được cống hiến cho tổ quốc rồi . vui quá ...,0
nhiều cụ cứ chửi người ta mà không chịu xem lại bản thân mình :)),0
đang tập hát 😶😶 hay thật 😔😔,0
mẹ tao cũng thix em này 😅,0
họ đáp vì phép lịch sự còn mình vì yêu mà chủ động vì quan tâm mà hỏi đủ điều ..🙁,0
"per đi coi phim coi , hẹn quài luôn á",0
t chỉ có 1 năm thôi cũng phát ngán lên được . đúng là không đi làm ở nhà mang danh kẻ ăn bám,0
tầm tuổi này . họ không còn những áp lực cuộc sống nữa . mà chỉ còn thứ tình cảm gắn bó với họ từ những ngày khó khăn nhất . ngưỡng mộ và ước được chút phúc đức của ông bà,0
"1 cái mồm phải nhét vào não 40 đứa gần như thiểu năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào",0
đánh rơi liêm sỉ trong 1 nốt nhạc,0
em nó đây nha các bác . kkkkk :))))),0
là nhìn người ta đi cạnh 1 cô gái mà bất lực không thể làm gì ngoài việc ngồi nhìn và mỉm cười,0
buồn cho số phận 😢,0
vãi chả phơi hết tim gan phèo phổi @@,0
cười vui vãi,0
ngày xưa nghèo . có bếp dầu là mai rồi .,0
"có hình ảnh rõ ràng kiện chúng nó tội quấy rối đi . mịe cái lũ khốn kiếp , hay ho lắm cái trò dơ bẩn 🤧🤧🤧",0
t có 2 con bạn thân nó thì cao trọc trời còn tao thì ... . buồn,0
chết rồi thì chôn . xử lý cái quái gì nữa ...,0
đây là video hay và ý nghĩa 😊,0
vui chơi không an toàn gì cả,0
"per mày ơi trò này lợi hại nè áp dụng ngay :"")))",0
đi viện thôi mà có cần phải đẹp vậy không,0
"dm tuổi thơ tao lại toàn ba thằng hãm lol , độc chép bài .... đùa đùa đéo cho chép chúng nó chửi sấp mặt luôn ☹️",0
không nên tin bất cứ 1 người nào cả,0
"Bạn thực sự là một quái vật nhà quê, kẻ hủy diệt lòng tự trọng, tổng tư lệnh xấu hổ, chiến thần hề, country god, chúa tể đội quần, tù trưởng hài hước, đại đội trưởng trung đoàn nông thôn, thần thoại nhục nhã, huyền thoại quê mùa, thần đồng quê kệch, lãnh chúa của các thế hệ đội giỏ Việt, người viết lên kịch bản phim người nhà quê, trùm chui xuống lỗ, tướng quân gáy lớn, thầy dạy phản biện, ông tổ ngành cãi, trùm trường luật, thiên tài tranh biện, người đột biến hệ nhột.",1
"và nếu có 1 người yêu mà chơi với nhiều thằng con trai thì hãy cẩn thận , mày có thể bị cắm sừng khi nào không hay",0
chỉ sợ lúc nó dí,0
diễn vãi,0
"lớp 2 xí mót được cái chong chóng , bán lại cho thằng hàng xóm 500d .",0
thỉnh thoảng lại xem lại phim này quá hay và ý nghĩa,0
wow không thê tin được bô mong tay day thât kinh,0
đcm . mấy hôm này đi đâu cungz thấy chủ tịch . đéo ngán à ?,0
"bộ phim này xem rất sướng . và rút ra được khám phá là thứ tuyệt vời nhất chứ không phải bằng cấp . giá như mấy ông "" bộ "" và mấy ông "" ngành "" dành thời gian xem phim này một lần .",0
vl bố tao đang ở đây mà chắc sáng mai mới về mất ??,0
bây giờ tao lấy chồng rồi còn không có cơ hội ngủ với em gái 😫,0
khúc cuối cười lộn ruột,0
tuổi thơ dữ dội là đây .,0
anh đánh mất thật rồi,0
đúng là càng ngày càng chán . cứ theo luật mà làm thì chán cực kỳ luôn,0
giờ mới biết,0
còn đồng nghiệp hãm lờ thì ...,0
cái này ma cái kết gì đâu thằng nhìn thì không bị thằng không nhìn thì bị vãi,0
thiếu cái que chấm dầu là ổn 😂,0
cũng muốn có những hành động đáng yêu nv,0
thả tao ra để tao cắn chết mẹ nó =)),0
bất ngờ chưa =))),0
cái đất nước này loạn luân mẹ hết rồi :))),0
"per nhà giáo áp lực quá nhỉ , giống làm dâu trăm họ .",0
thế nếu sóc lên xong gõ thì n có trào lên không nhỉ,0
cố tỏ ra nguy hiểm vãi 😂,0
thề đi ngoài đường giờ nhiều người lớn cứ nghĩ mình mình già rồi thích đi như nào thì đi . xong quay sang chửi bọn thanh niên là đi đứng mất dạy này nọ . chán . mang tiếng người lớn mà cư xử chán đcđ .,0
chuẩn con mẹ nó cơm oy 😂😂😂,0
đéo hề dễ thương khi nó cười với đứa khác :)),0
tao khuyên bọn mày đừng dắt bọn con gái theo . nó bắt bọn mày cõng nhảy qua đấy :))),0
"dù chỉ để nhìn 1 cái , để biết người ấy vẫn ổn , người ấy còn tồn tại . ít nhất là nv 😔",0
per huhu trời ơiii,0
một bài dịch hay,0
chỉ cần nhìn họ thì đã thấy tim đập mạnh rồi =))),0
mày không sai thì chẳng lẽ tao lại sai à ?,0
thế hóa ra nguy cơ trầm cảm của tao cao lắm,0
"đang định đi nhổ răng khôn , nghe được tin này thấy ghê răng 😁",0
một cái vẫy tay đầy luyến tiếc từ cuộc họp tới đất nước việt nam,0
"chời , dễ thương quá",0
dume thằng ghép nhạc nhé ????????,0
con đũy ngổng ngáo,0
cũng may là hết thời đi học rồi .. không lại từ “ con nhà người ta ” nó lại được nhắc liên tục trog bữa ăn hàng ngày 😅,0
"có vẻ coi lòng tự trọng , nhân cách , và tinh thần của người ta rẻ mạt ... ngồi tù 7 năm đáp lại 1 lời xin lỗi và 200tr ...😩😩😩",0
mấy thằng súc vật 😡,0
có tiền chưa mà đòi,0
"lúc cụ bà cầm bông như cô gái 18 lần đầu mới yêuc vậy bà ngạc nhiên và hạnh phúc nhìn sâu lắng , video ngắn nhưng cho người xem si nghỉ mải",0
"không biết khuyên thế nào , nhưng chỉ cần bình tĩnh 1 xíu , dù gì thì cũng đừng tự sát , đời người chỉ sống 1 lần thôi ...",0
Cam on Quy vi da ung ho so tien la 20.000 dong de phong chong dich COVID19. Chi tiet 19001530 nhanh 6 hoac 024 44501107. Website:1400.vn,0
chẳng bù tuổi thơ tao đi học toàn gặp mấy thằng ông nội mắc thần bố . gặp mặt tao là đánh với bắt nạt tao có trò mới là bắt tao ra thử trước bà mẹ nó :))) cái phường bất lương,0
gia đình thì không còn . tình yêu thì chưa có gì chắc chắn . 😏,0
"""MÌNH TRƯỢT ĐH RỒI Khi mình viết bài này, mình đã thực sự trượt ĐH rồi. Mình dành quá nhiều thời gian cho việc cày game, bỏ bê việc học, bỏ qua những lời khuyên ngăn của thầy cô và gia đình. Bốn năm cấp 2 liên tiếp đạt danh hiệu học sinh giỏi khiến mình nảy sinh ảo tưởng, xem nhẹ việc học và dẫn đến kết cục ngày hôm nay. Mình nhìn ra nỗi thất vọng sâu trong ánh mắt của bố mẹ dù miệng nói học hành không phải con đường duy nhất. Thế giới của mình bỗng chốc sụp đổ, mọi định hướng về tương lai nhanh chóng tiêu tan. Trong khi người khác nỗ lực để học tập thì mình dùng cả ngày dài chỉ để đọc manga. Những tờ giấy khen bây giờ chỉ là những mẫu giấy vụn không hơn. Dù trượt ĐH nhưng gia đình vẫn đặt hy vọng vào mình, họ gửi mình vào 1 trường tư có tiếng dù phải vét đến từng xu cuối cùng của gia đình. Hiệu trưởng là 1 người tốt, sau khi nghe câu chuyện của mình ông đồng ý tài trợ 100% học phí với điều kiện là mình phải có ny, bạn nữ nào tốt tốt làm ny mình với.""",1
agribank thu nhập bằng phong phì thì bố thằng nào biết được mà cập nhật,0
giờ mới biết =)),0
"trung thi thì liên quan mẹ gì đến việc có gấu , tao thà ngồi nhà cho khỏe để xem mấy thằng đó dắt vợ của thằng khác đi chơi !!",0
năm nay tao không còn cảm thấy cô đơn và mỏi chân nữa ... vì tao được ngồi mát và ăn ké socola of bọn có người yêu 😁😂...# mun 😘,0
đoạn phim thôi mà ý nghĩa thế,0
t nói thật tao hiền lắm . chứ bà lồn to kia mà gặp tao là ăn mấy cái mũ bảo hiểm vào mặt rồi :),0
"đéo kiếm ra tiền , nấu có 3 bữa cơm với đưa đón con đi học mà còn không xong , chắc để mẹ già làm hộ hay để chồng nó đi kiếm tiền về rồi nó hầu cho",0
per hãy cảm ơn tao đi hâhah,0
ăn chọp chẹp cái dume chú à . ghét nhất kiểu ăn vô duyên mất lịch sự này . ăn cà chọp cà chẹp miệng đéo kín được ấy . nghe ứa tai vãi,0
sai rồi nhá . có những thứ cha mẹ không có nhưng vì con họ vẫn cố gắng để có được nó,0
nhện to đến nổi chúng mày giật cả mình à :),0
mắt còn xanh như bé không anh ??,0
sao mày không ngủ chung với cả mẹ mày và em mày ?,0
nên là có sắp chết tao cũng đéo kể cho ai nghe :))),0
dume s giống suy nghĩ tao thế nhỉ :))) hihi,0
Thêm 1 cái 10k nữa đi =)) Số thẻ: 924018163578356 Số seri: 20000002313585,0
khi bạn thật lòng với ai đó . nhưng người ta coi bạn như 1 trò đùa,0
xui thôi chứ quyền đang hay mà 😢,0
"buồn cho những ai thờ ơ , vô cảm trước một sự việc như thế .",0
thân gửi mấy má bán combo quà độn xốp với mấy cha có ý định tặng 😂😂,0
"per cái thứ yêu nghiệt này cứ thấy tao như thấy crush , cứ gặp tao là đuổi :)",0
